G4838	συμπαραλαμβάνω	G4862+G3880	G4862+G3844+G1209	σύν+παρά+δέχομαι	|
G4839	συμπαραμένω	G4862+G3887	G4862+G3844+G3306	σύν+παρά+μένω	|
G4840	συμπάρειμι	G4862+G3918	G4862+G3844+G1510	σύν+παρά+εἰμί	|
G4841	συμπάσχω	G4862+G3958	G4862+G3958	σύν+πένθω	|
G4842	συμπέμπω	G4862+G3992	G4862+G3992	σύν+πέμπω	|
G4843	συμπεριλαμβάνω	G4862+G4012+G2983	G4862+G4008+G1209	σύν+πέραν+δέχομαι	|
G4844	συμπίνω	G4862+G4095	G4862+G4095	σύν+πίνω	|
G4845	συμπληρόω	G4862+G4137	G4862+G4130	σύν+πλήθω	|
G4846	συμπνίγω	G4862+G4155	G4862+G4154	σύν+πνέω	|
G4847	συμπολίτης	G4862+G4177	G4862+G4171+G4183	σύν+πόλεμος+πολύς	|
G4848	συμπορεύομαι	G4862+G4198	G4862+G4008	σύν+πέραν	|
G4849	συμπόσιον	G4844	G4862+G4095	σύν+πίνω	|
G4850	συμπρεσβύτερος	G4862+G4245	G4862+G4245	σύν+πρεσβύτερος	|
G4851	συμφέρω	G4862+G5342	G4862+G5342	σύν+φέρω	|
G4852	σύμφημι	G4862+G5346	G4862+G5346	σύν+φημί	|
G4853	συμφυλέτης	G4862+G5443	G4862+G5453+G5453	σύν+φύω+φύω	|
G4854	σύμφυτος	G4862+G5453	G4862+G5453	σύν+φύω	|
G4855	συμφύω	G4862+G5453	G4862+G5453	σύν+φύω	|
G4856	συμφωνέω	G4859	G4862+G5346	σύν+φημί	|
G4857	συμφώνησις	G4856	G4862+G5346	σύν+φημί	|
G4858	συμφωνία	G4859	G4862+G5346	σύν+φημί	|
G4859	σύμφωνος	G4862+G5456	G4862+G5346	σύν+φημί	|
G4860	συμψηφίζω	G4862+G5585	G4862+G5597	σύν+ψώχω	|
G4861	σύμψυχος	G4862+G5590	G4862+G5594	σύν+ψύχω	|
G4862	σύν		G4862	σύν	|
G4863	συνάγω	G4862+G71	G4862+G71	σύν+ἄγω	|
G4864	συναγωγή	G4863	G4862+G71	σύν+ἄγω	|
G4865	συναγωνίζομαι	G4862+G75	G4862+G71	σύν+ἄγω	|
G4866	συναθλέω	G4862+G118	G4862+G118	σύν+ἀθλέω	|
G4867	συναθροίζω	G4862	G4862	σύν	|
G4868	συναίρω	G4862+G142	G4862+G142	σύν+αἴρω	|
G4869	συναιχμάλωτος	G4862+G164	G4862+G142	σύν+αἴρω	|
G4870	συνακολουθέω	G4862+G190	G4862+G1	σύν+ἄν	|
G4871	συναλίζω	G4862	G4862	σύν	|
G4872	συναναβαίνω	G4862+G305	G4862+G303+G939	σύν+ἀνά+βάσις	|
G4873	συνανάκειμαι	G4862+G345	G4862+G303+G2749	σύν+ἀνά+κεῖμαι	|
G4874	συναναμίγνυμι	G4862+G303+G3396	G4862+G303+G3396	σύν+ἀνά+μίγνυμι	|
G4875	συναναπαύομαι	G4862+G373	G4862+G303+G3973	σύν+ἀνά+παύω	|
G4876	συναντάω	G4862+G473	G4862+G473	σύν+ἀντί	|
G4877	συνάντησις	G4876	G4862+G473	σύν+ἀντί	|
G4878	συναντιλαμβάνομαι	G4862+G482	G4862+G473+G1209	σύν+ἀντί+δέχομαι	|
G4879	συναπάγω	G4862+G520	G4862+G575+G71	σύν+ἀπό+ἄγω	|
G4880	συναποθνήσκω	G4862+G599	G4862+G575+G2348	σύν+ἀπό+θνήσκω	|
G4881	συναπόλλυμι	G4862+G622	G4862+G575+G3639	σύν+ἀπό+ὄλεθρος	|
G4882	συναποστέλλω	G4862+G649	G4862+G575+G2476	σύν+ἀπό+ἵστημι	|
G4883	συναρμολογέω	G4862+G719+G3004	G4862+G142+G1+G3004	σύν+αἴρω+ἄν+λέγω	|
G4884	συναρπάζω	G4862+G726	G4862+G142	σύν+αἴρω	|
G4885	συναυξάνω	G4862+G837	G4862+G837	σύν+αὐξάνω	|
G4886	σύνδεσμος	G4862+G1199	G4862+G1210	σύν+δέω	|
G4887	συνδέω	G4862+G1210	G4862+G1210	σύν+δέω	|
G4888	συνδοξάζω	G4862+G1392	G4862+G1380	σύν+δοκέω	|
G4889	σύνδουλος	G4862+G1401	G4862+G1210	σύν+δέω	|
G4890	συνδρομή	G4936	G4862+G2359	σύν+θρίξ	|
G4891	συνεγείρω	G4862+G1453	G4862+G1453	σύν+ἐγείρω	|
G4892	συνέδριον	G4862+G1476	G4862+G1476	σύν+ἑδραῖος	|
G4893	συνείδησις	G4894	G4862+G1492	σύν+εἴδω	|
G4894	συνείδω	G4862+G1492	G4862+G1492	σύν+εἴδω	|
G4895	σύνειμι	G4862+G1510	G4862+G1510	σύν+εἰμί	|
G4896	σύνειμι	G4862	G4862	σύν	|
G4897	συνεισέρχομαι	G4862+G1525	G4862+G1519+G2064	σύν+εἰς+ἔρχομαι	|
G4898	συνέκδημος	G4862+G1553	G4862+G1537+G1210	σύν+ἐξ+δέω	|
G4899	συνεκλεκτός	G4862+G1586	G4862+G1537+G3004	σύν+ἐξ+λέγω	|
G4900	συνελαύνω	G4862+G1643	G4862+G1643	σύν+ἐλαύνω	|
G4901	συνεπιμαρτυρέω	G4862+G1957	G4862+G1909+G3144	σύν+ἐπί+μάρτυς	|
G4902	συνέπομαι	G4862	G4862	σύν	|
G4903	συνεργέω	G4904	G4862+G2041	σύν+ἔργον	|
G4904	συνεργός	G4862+G2041	G4862+G2041	σύν+ἔργον	|
G4905	συνέρχομαι	G4862+G2064	G4862+G2064	σύν+ἔρχομαι	|
G4906	συνεσθίω	G4862+G2068	G4862+G2068	σύν+ἐσθίω	|
G4907	σύνεσις	G4920	G4862	σύν	|
G4908	συνετός	G4920	G4862	σύν	|
G4909	συνευδοκέω	G4862+G2106	G4862+G2095+G1380	σύν+εὖ+δοκέω	|
G4910	συνευωχέω	G4862+G2095+G2192	G4862+G2095+G2192	σύν+εὖ+σχέω	|
G4911	συνεφίστημι	G4862+G2186	G4862+G1909+G2476	σύν+ἐπί+ἵστημι	|
G4912	συνέχω	G4862+G2192	G4862+G2192	σύν+σχέω	|
G4913	συνήδομαι	G4862+G2237	G4862+G2237	σύν+ἡδονή	|
G4914	συνήθεια	G4862+G2239	G4862+G1486	σύν+ἔθω	|
G4915	συνηλικιώτης	G4862+G2244	G4862+G2245	σύν+ἡλίκος	|
G4916	συνθάπτω	G4862+G2290	G4862+G2290	σύν+θάπτω	|
G4917	συνθλάω	G4862	G4862	σύν	|
G4918	συνθλίβω	G4862+G2346	G4862+G2352+G5149+G2352+G5149	σύν+θραύω+τρίζω+θραύω+τρίζω	|
G4919	συνθρύπτω	G4862	G4862	σύν	|
G4920	συνίημι	G4862	G4862	σύν	|
G4921	συνίστημι	G4862+G2476	G4862+G2476	σύν+ἵστημι	|
G4922	συνοδεύω	G4862+G3593	G4862+G3598	σύν+ὁδός	|
G4923	συνοδία	G4862+G3598	G4862+G3598	σύν+ὁδός	|
G4924	συνοικέω	G4862+G3611	G4862+G3624	σύν+οἶκος	|
G4925	συνοικοδομέω	G4862+G3618	G4862+G3624+G1430	σύν+οἶκος+δῶμα	|
G4926	συνομιλέω	G4862+G3656	G4862+G3674+G142	σύν+ὁμοῦ+αἴρω	|
G4927	συνομορέω	G4862+G3725	G4862+G3725	σύν+ὅριον	|
G4928	συνοχή	G4912	G4862+G2192	σύν+σχέω	|
G4929	συντάσσω	G4862+G5021	G4862+G5021	σύν+τάσσω	|
G4930	συντέλεια	G4931	G4862+G5056	σύν+τέλος	|
G4931	συντελέω	G4862+G5055	G4862+G5056	σύν+τέλος	|
G4932	συντέμνω	G4862+G5114	G4862+G2875	σύν+κόπτω	|
G4933	συντηρέω	G4862+G5083	G4862+G2300+G3708	σύν+θεάομαι+ὁράω	|
G4934	συντίθεμαι	G4862+G5087	G4862+G5087	σύν+τίθημι	|
G4935	συντόμως	G4932	G4862+G2875	σύν+κόπτω	|
G4936	συντρέχω	G4862+G5143	G4862+G2359	σύν+θρίξ	|
G4937	συντρίβω	G4862+G5147	G4862+G2352+G5149+G2352+G5149	σύν+θραύω+τρίζω+θραύω+τρίζω	|
G4938	σύντριμμα	G4937	G4862+G2352+G5149+G2352+G5149	σύν+θραύω+τρίζω+θραύω+τρίζω	|
G4939	σύντροφος	G4862+G5162	G4862+G5142	σύν+τρέφω	|
G4940	συντυγχάνω	G4862+G5177	G4862+G5177	σύν+τυγχάνω	|
G4941	Συντύχη	G4940	G4862+G5177	σύν+τυγχάνω	|
G4942	συνυποκρίνομαι	G4862+G5271	G4862+G5259+G2919	σύν+ὑπό+κρίνω	|
G4943	συνυπουργέω	G4862+G5259+G2041	G4862+G5259+G2041	σύν+ὑπό+ἔργον	|
G4944	συνωδίνω	G4862+G5605	G4862+G1416	σύν+δῦμι	|
G4945	συνωμοσία	G4862+G3660	G4862+G3660	σύν+ὀμνύω	|
G4946	Συράκουσαι		G4946	Συράκουσαι	|
G4947	Συρία	H6865	G4947	Συρία	|
G4948	Σύρος	G4947	G4947	Συρία	|
G4949	Συροφοίνισσα	G4948+G5403	G4947+G5404	Συρία+φοῖνιξ	|
G4950	σύρτις	G4951	G142	αἴρω	|
G4951	σύρω	G138	G142	αἴρω	|
G4952	συσπαράσσω	G4862+G4682	G4862+G4682	σύν+σπαράσσω	|
G4953	σύσσημον	G4862+G4591	G4862+G4591	σύν+σημαίνω	|
G4954	σύσσωμος	G4862+G4983	G4862+G4982	σύν+σώζω	|
G4955	συστασιαστής	G4862+G4714	G4862+G2476	σύν+ἵστημι	|
G4956	συστατικός	G4921	G4862+G2476	σύν+ἵστημι	|
G4957	συσταυρόω	G4862+G4717	G4862+G2476	σύν+ἵστημι	|
G4958	συστέλλω	G4862+G4724	G4862+G2476	σύν+ἵστημι	|
G4959	συστενάζω	G4862+G4727	G4862+G2476	σύν+ἵστημι	|
G4960	συστοιχέω	G4862+G4748	G4862+G4748	σύν+στοιχέω	|
G4961	συστρατιώτης	G4862+G4757	G4862+G4756	σύν+στρατιά	|
G4962	συστρέφω	G4862+G4762	G4862+G5157	σύν+τροπή	|
G4963	συστροφή	G4962	G4862+G5157	σύν+τροπή	|
G4964	συσχηματίζω	G4862+G4976	G4862+G2192	σύν+σχέω	|
G4965	Συχάρ	H7941	G4965	Συχάρ	|
G4966	Συχέμ	H7927	G4966	Συχέμ	|
G4967	σφαγή	G4969	G4969	σφάζω	|
G4968	σφάγιον	G4967	G4969	σφάζω	|
G4969	σφάζω		G4969	σφάζω	|
G4970	σφόδρα		G4970	σφόδρα	|
G4971	σφοδρῶς	G4970	G4970	σφόδρα	|
G4972	σφραγίζω	G4973	G5420	φράσσω	|
G4973	σφραγίς	G5420	G5420	φράσσω	|
G4974	σφυρόν		G4974	σφυρόν	|
G4975	σχεδόν	G2192	G2192	σχέω	|
G4976	σχῆμα	G2192	G2192	σχέω	|
G4977	σχίζω		G4977	σχίζω	|
G4978	σχίσμα	G4977	G4977	σχίζω	|
G4979	σχοινίον		G4979	σχοινίον	|
G4980	σχολάζω	G4981	G2192	σχέω	|
G4981	σχολή	G2192	G2192	σχέω	|
G4982	σώζω		G4982	σώζω	|
G4983	σῶμα	G4982	G4982	σώζω	|
G4984	σωματικός	G4983	G4982	σώζω	|
G4985	σωματικῶς	G4984	G4982	σώζω	|
G4986	Σώπατρος	G4982+G3962	G4982+G3962	σώζω+πατήρ	|
G4987	σωρεύω	G4673	G4673	σορός	|
G4988	Σωσθένης	G4982+G4599	G4982+G2476	σώζω+ἵστημι	|
G4989	Σωσίπατρος	G4986	G4982+G3962	σώζω+πατήρ	|
G4990	σωτήρ	G4982	G4982	σώζω	|
G4991	σωτηρία	G4990	G4982	σώζω	|
G4992	σωτήριον	G4991	G4982	σώζω	|
G4993	σωφρονέω	G4998	G4982+G5420	σώζω+φράσσω	|
G4994	σωφρονίζω	G4998	G4982+G5420	σώζω+φράσσω	|
G4995	σωφρονισμός	G4994	G4982+G5420	σώζω+φράσσω	|
G4996	σωφρόνως	G4998	G4982+G5420	σώζω+φράσσω	|
G4997	σωφροσύνη	G4998	G4982+G5420	σώζω+φράσσω	|
G4998	σώφρων	G4982+G5424	G4982+G5420	σώζω+φράσσω	|
G4999	Ταβέρναι		G4999	Ταβέρναι	|
G5000	Ταβιθά	H6646	G5000	Ταβιθά	|
G5001	τάγμα	G5021	G5021	τάσσω	|
G5002	τακτός	G5021	G5021	τάσσω	|
G5003	ταλαιπωρέω	G5005	G5342+G4008	φέρω+πέραν	|
G5004	ταλαιπωρία	G5005	G5342+G4008	φέρω+πέραν	|
G5005	ταλαίπωρος	G5007+G3984	G5342+G4008	φέρω+πέραν	|
G5006	ταλαντιαῖος	G5007	G5342	φέρω	|
G5007	τάλαντον	G5342	G5342	φέρω	|
G5008	ταλιθά	H2924	G5008	ταλιθά	|
G5009	ταμεῖον		G5009	ταμεῖον	|
G5010	τάξις	G5021	G5021	τάσσω	|
G5011	ταπεινός		G5011	ταπεινός	|
G5012	ταπεινοφροσύνη	G5011+G5424	G5011+G5420	ταπεινός+φράσσω	|
G5013	ταπεινόω	G5011	G5011	ταπεινός	|
G5014	ταπείνωσις	G5013	G5011	ταπεινός	|
G5015	ταράσσω		G5015	ταράσσω	|
G5016	ταραχή	G5015	G5015	ταράσσω	|
G5017	τάραχος	G5015	G5015	ταράσσω	|
G5018	Ταρσεύς	G5019	G5019	Ταρσός	|
G5019	Ταρσός		G5019	Ταρσός	|
G5020	ταρταρόω		G5020	ταρταρόω	|
G5021	τάσσω		G5021	τάσσω	|
G5022	ταῦρος	H8450	G5022	ταῦρος	|
G5023	ταῦτα	G3778	G3588+G109	τό+ἀήρ	|
G5024	ταὐτά	G3588+G846	G3588+G109	τό+ἀήρ	|
G5025	ταύτας	G3778	G3588+G109	τό+ἀήρ	|
G5026	ταύτης	G3778	G3588+G109	τό+ἀήρ	|
G5027	ταφή	G2290	G2290	θάπτω	|
G5028	τάφος	G2290	G2290	θάπτω	|
G5029	τάχα	G5036	G5036	ταχύς	|
G5030	ταχέως	G5036	G5036	ταχύς	|
G5031	ταχινός	G5034	G5036	ταχύς	|
G5032	τάχιον	G5036	G5036	ταχύς	|
G5033	τάχιστα	G5036	G5036	ταχύς	|
G5034	τάχος	G5036	G5036	ταχύς	|
G5035	ταχύ	G5036	G5036	ταχύς	|
G5036	ταχύς		G5036	ταχύς	|
G5037	τέ		G5037	τέ	|
G5038	τεῖχος	G5088	G5088	τίκτω	|
G5039	τεκμήριον		G5039	τεκμήριον	|
G5040	τεκνίον	G5043	G5088	τίκτω	|
G5041	τεκνογονέω	G5043+G1096	G5088+G1096	τίκτω+γίνομαι	|
G5042	τεκνογονία	G5041	G5088+G1096	τίκτω+γίνομαι	|
G5043	τέκνον	G5088	G5088	τίκτω	|
G5044	τεκνοτροφέω	G5043+G5142	G5088+G5142	τίκτω+τρέφω	|
G5045	τέκτων	G5098	G5099	τίνω	|
G5046	τέλειος	G5056	G5056	τέλος	|
G5047	τελειότης	G5046	G5056	τέλος	|
G5048	τελειόω	G5046	G5056	τέλος	|
G5049	τελείως	G5046	G5056	τέλος	|
G5050	τελείωσις	G5448	G5453	φύω	|
G5051	τελειωτής	G5048	G5056	τέλος	|
G5052	τελεσφορέω	G5056+G5342	G5056+G5342	τέλος+φέρω	|
G5053	τελευτάω	G5055	G5056	τέλος	|
G5054	τελευτή	G5053	G5056	τέλος	|
G5055	τελέω	G5056	G5056	τέλος	|
G5056	τέλος		G5056	τέλος	|
G5057	τελώνης	G5056+G5608	G5056+G5608	τέλος+ὠνέομαι	|
G5058	τελώνιον	G5057	G5056+G5608	τέλος+ὠνέομαι	|
G5059	τέρας		G5059	τέρας	|
G5060	Τέρτιος		G5060	Τέρτιος	|
G5061	Τέρτυλλος		G5061	Τέρτυλλος	|
G5062	τεσσαράκοντα	G5064	G5064	τέσσαρα	|
G5063	τεσσαρακονταετής	G5062+G2094	G5064+G2094	τέσσαρα+ἔτος	|
G5064	τέσσαρα		G5064	τέσσαρα	|
G5065	τεσσαρεσκαιδέκατος	G5064+G2532+G1182	G5064+G2532+G1176	τέσσαρα+καί+δέκα	|
G5066	τεταρταῖος	G5064	G5064	τέσσαρα	|
G5067	τέταρτος	G5064	G5064	τέσσαρα	|
G5068	τετράγωνος	G5064+G1137	G5064+G1119	τέσσαρα+γόνυ	|
G5069	τετράδιον	G5064	G5064	τέσσαρα	|
G5070	τετρακισχίλιοι	G5064+G5507	G5064+G5507	τέσσαρα+χίλιοι	|
G5071	τετρακόσια	G5064+G1540	G5064+G1540	τέσσαρα+ἑκατόν	|
G5072	τετράμηνον	G5064+G3376	G5064+G3376	τέσσαρα+μήν	|
G5073	τετραπλόος	G5064+G4118	G5064+G4183	τέσσαρα+πολύς	|
G5074	τετράπους	G5064+G4228	G5064+G4228	τέσσαρα+πούς	|
G5075	τετραρχέω	G5076	G5064+G757	τέσσαρα+ἄρχω	|
G5076	τετράρχης	G5064+G757	G5064+G757	τέσσαρα+ἄρχω	|
G5077	τεφρόω		G5077	τεφρόω	|
G5078	τέχνη	G5088	G5088	τίκτω	|
G5079	τεχνίτης	G5078	G5088	τίκτω	|
G5080	τήκω		G5080	τήκω	|
G5081	τηλαυγῶς	G5056+G827	G5056+G827	τέλος+αὐγή	|
G5082	τηλικαύτη	G3588+G2245+G3778	G3588+G2245+G3588+G109	τό+ἡλίκος+τό+ἀήρ	|
G5083	τηρέω	G2334	G2300+G3708	θεάομαι+ὁράω	|
G5084	τήρησις	G5083	G2300+G3708	θεάομαι+ὁράω	|
G5085	Τιβεριάς	G5086	G5086	Τιβέριος	|
G5086	Τιβέριος		G5086	Τιβέριος	|
G5087	τίθημι		G5087	τίθημι	|
G5088	τίκτω		G5088	τίκτω	|
G5089	τίλλω	G138+G4951	G142+G142	αἴρω+αἴρω	|
G5090	Τιμαῖος	H2931	G5090	Τιμαῖος	|
G5091	τιμάω	G5093	G5099	τίνω	|
G5092	τιμή	G5099	G5099	τίνω	|
G5093	τιμιώτατος	G5092	G5099	τίνω	|
G5094	τιμιότης	G5093	G5099	τίνω	|
G5095	Τιμόθεος	G5092+G2316	G5099+G2316	τίνω+θεός	|
G5096	Τίμων	G5092	G5099	τίνω	|
G5097	τιμωρέω	G5092	G5099	τίνω	|
G5098	τιμωρία	G5097	G5099	τίνω	|
G5099	τίνω		G5099	τίνω	|
G5100	τὶς		G5100	τὶς	|
G5101	τίς	G5100	G5100	τὶς	|
G5102	τίτλος		G5102	τίτλος	|
G5103	Τίτος		G5103	Τίτος	|
G5104	τοί	G3588	G3588	τό	|
G5105	τοιγαροῦν	G5104+G1063+G3767	G3588+G1063+G3767	τό+γάρ+οὖν	|
G5106	τοίνυν	G5104+G3568	G3588+G3568	τό+νῦν	|
G5107	τοιόσδε	G1161	G1161	δέ	|
G5108	τοιοῦτος	G5104+G3778	G3588+G3588+G109	τό+τό+ἀήρ	|
G5109	τοῖχος	G5038	G5088	τίκτω	|
G5110	τόκος	G5088	G5088	τίκτω	|
G5111	τολμάω	G5056	G5056	τέλος	|
G5112	τολμηρότερον		G5112	τολμηρότερον	|
G5113	τολμητής	G5111	G5056	τέλος	|
G5114	τομώτερος	G2875	G2875	κόπτω	|
G5115	τόξον	G5088	G5088	τίκτω	|
G5116	τοπάζιον		G5116	τοπάζιον	|
G5117	τόπος		G5117	τόπος	|
G5118	τοσοῦτος		G5118	τοσοῦτος	|
G5119	τότε	G3588+G3753	G3588+G3588+G5037	τό+τό+τέ	|
G5120	τοῦ	G3588	G3588	τό	|
G5121	τοὐναντίον	G3588+G1726	G3588+G1519+G1537+G473	τό+εἰς+ἐξ+ἀντί	|
G5122	τοὔνομα	G3588+G3686	G3588+G1097+G3685	τό+γινώσκω+ὀνίνημι	|
G5123	τουτέστι	G5124+G2076	G3588+G109+G1510	τό+ἀήρ+εἰμί	|
G5124	τοῦτο	G3778	G3588+G109	τό+ἀήρ	|
G5125	τούτοις	G3778	G3588+G109	τό+ἀήρ	|
G5126	τοῦτον	G3778	G3588+G109	τό+ἀήρ	|
G5127	τούτου	G3778	G3588+G109	τό+ἀήρ	|
G5128	τούτους	G3778	G3588+G109	τό+ἀήρ	|
G5129	τούτῳ	G3778	G3588+G109	τό+ἀήρ	|
G5130	τούτων	G3778	G3588+G109	τό+ἀήρ	|
G5131	τράγος	G5176	G2352+G5149	θραύω+τρίζω	|
G5132	τράπεζα	G5064+G3979	G5064+G4228	τέσσαρα+πούς	|
G5133	τραπεζίτης	G5132	G5064+G4228	τέσσαρα+πούς	|
G5134	τραῦμα	G2352+G5147+G5149	G2352+G5149	θραύω+τρίζω	|
G5135	τραυματίζω	G5134	G2352+G5149	θραύω+τρίζω	|
G5136	τραχηλίζω	G5137	G2359	θρίξ	|
G5137	τράχηλος	G5143	G2359	θρίξ	|
G5138	τραχύς	G4486	G2596	κατά	|
G5139	Τραχωνῖτις	G5138	G2596	κατά	|
G5140	τρία		G5140	τρία	|
G5141	τρέμω		G5141	τρέμω	|
G5142	τρέφω		G5142	τρέφω	|
G5143	τρέχω	G2359	G2359	θρίξ	|
G5144	τριάκοντα	G5140	G5140	τρία	|
G5145	τριακόσιοι	G5140+G1540	G5140+G1540	τρία+ἑκατόν	|
G5146	τρίβολος	G5140+G956	G5140+G906	τρία+βάλλω	|
G5147	τρίβος	G5131+G5134	G2352+G5149+G2352+G5149	θραύω+τρίζω+θραύω+τρίζω	|
G5148	τριετία	G5140+G2094	G5140+G2094	τρία+ἔτος	|
G5149	τρίζω		G5149	τρίζω	|
G5150	τρίμηνον	G5140+G3376	G5140+G3376	τρία+μήν	|
G5151	τρίς	G5140	G5140	τρία	|
G5152	τρίστεγον	G5140+G4721	G5140+G4721	τρία+στέγη	|
G5153	τρισχίλιοι	G5151+G5507	G5140+G5507	τρία+χίλιοι	|
G5154	τρίτος	G5140	G5140	τρία	|
G5155	τρίχινος	G2359	G2359	θρίξ	|
G5156	τρόμος	G5141	G5141	τρέμω	|
G5157	τροπή		G5157	τροπή	|
G5158	τρόπος	G5157	G5157	τροπή	|
G5159	τροποφορέω	G5158+G5409	G5157+G5342	τροπή+φέρω	|
G5160	τροφή	G5142	G5142	τρέφω	|
G5161	Τρόφιμος	G5160	G5142	τρέφω	|
G5162	τροφός	G5142	G5142	τρέφω	|
G5163	τροχιά	G5164	G2359	θρίξ	|
G5164	τροχός	G5143	G2359	θρίξ	|
G5165	τρύβλιον		G5165	τρύβλιον	|
G5166	τρυγάω		G5166	τρυγάω	|
G5167	τρυγών	G5149	G5149	τρίζω	|
G5168	τρυμαλιά	G5134+G5147+G5176	G2352+G5149+G2352+G5149+G2352+G5149+G2352+G5149	θραύω+τρίζω+θραύω+τρίζω+θραύω+τρίζω+θραύω+τρίζω	|
G5169	τρύπημα	G5168	G2352+G5149+G2352+G5149+G2352+G5149+G2352+G5149	θραύω+τρίζω+θραύω+τρίζω+θραύω+τρίζω+θραύω+τρίζω	|
G5170	Τρύφαινα	G5172	G5172	τρυφή	|
G5171	τρυφάω	G5172	G5172	τρυφή	|
G5172	τρυφή		G5172	τρυφή	|
G5173	Τρυφῶσα	G5172	G5172	τρυφή	|
G5174	Τρωάς		G5174	Τρωάς	|
G5175	Τρωγύλλιον		G5175	Τρωγύλλιον	|
G5176	τρώγω	G5134+G5147	G2352+G5149	θραύω+τρίζω	|
G5177	τυγχάνω		G5177	τυγχάνω	|
G5178	τυμπανίζω	G5180	G5180	τύπτω	|
G5179	τύπος	G5180	G5180	τύπτω	|
G5180	τύπτω		G5180	τύπτω	|
G5181	Τύραννος	G2962	G2962	κύριος	|
G5182	τυρβάζω	G2351	G2360	θροέω	|
G5183	Τύριος	G5184	G5184	Τύρος	|
G5184	Τύρος	H6865	G5184	Τύρος	|
G5185	τυφλός	G5187	G5188	τύφω	|
G5186	τυφλόω	G5185	G5188	τύφω	|
G5187	τυφόω	G5188	G5188	τύφω	|
G5188	τύφω		G5188	τύφω	|
G5189	τυφωνικός	G5188	G5188	τύφω	|
G5190	Τυχικός	G5177	G5177	τυγχάνω	|
G5191	ὑακίνθινος	G5192	G5192	ὑάκινθος	|
G5192	ὑάκινθος		G5192	ὑάκινθος	|
G5193	ὑάλινος	G5194	G5205	ὑετός	|
G5194	ὕαλος	G5205	G5205	ὑετός	|
G5195	ὑβρίζω	G5196	G5228	ὑπέρ	|
G5196	ὕβρις	G5228	G5228	ὑπέρ	|
G5197	ὑβριστής	G5195	G5228	ὑπέρ	|
G5198	ὑγιαίνω	G5199	G837	αὐξάνω	|
G5199	ὑγιής	G837	G837	αὐξάνω	|
G5200	ὑγρός	G5205	G5205	ὑετός	|
G5201	ὑδρία	G5204	G5205	ὑετός	|
G5202	ὑδροποτέω	G5204+G4095	G5205+G4095	ὑετός+πίνω	|
G5203	ὑδρωπικός	G5204+G3700	G5205+G3708	ὑετός+ὁράω	|
G5204	ὕδατος	G5205	G5205	ὑετός	|
G5205	ὑετός		G5205	ὑετός	|
G5206	υἱοθεσία	G5207+G5087	G5207+G5087	υἱός+τίθημι	|
G5207	υἱός		G5207	υἱός	|
G5208	ὕλη	G3586	G3582	ξέστης	|
G5209	ὑμᾶς	G5210	G4771	σύ	|
G5210	ὑμεῖς	G4771	G4771	σύ	|
G5211	Ὑμεναῖος		G5211	Ὑμεναῖος	|
G5212	ὑμέτερος	G5210	G4771	σύ	|
G5213	ὑμῖν	G5210	G4771	σύ	|
G5214	ὑμνέω	G5215	G5215	ὕμνος	|
G5215	ὕμνος		G5215	ὕμνος	|
G5216	ὑμῶν	G5210	G4771	σύ	|
G5217	ὑπάγω	G5259+G71	G5259+G71	ὑπό+ἄγω	|
G5218	ὑπακοή	G5219	G5259+G191	ὑπό+ἀκούω	|
G5219	ὑπακούω	G5259+G191	G5259+G191	ὑπό+ἀκούω	|
G5220	ὕπανδρος	G5259+G435	G5259+G3708	ὑπό+ὁράω	|
G5221	ὑπαντάω	G5259+G473	G5259+G473	ὑπό+ἀντί	|
G5222	ὑπάντησις	G5221	G5259+G473	ὑπό+ἀντί	|
G5223	ὕπαρξις	G5225	G5259+G757	ὑπό+ἄρχω	|
G5224	ὑπάρχοντα	G5225	G5259+G757	ὑπό+ἄρχω	|
G5225	ὑπάρχω	G5259+G756	G5259+G757	ὑπό+ἄρχω	|
G5226	ὑπείκω	G5259	G5259	ὑπό	|
G5227	ὑπεναντίος	G5259+G1727	G5259+G1519+G1537+G473	ὑπό+εἰς+ἐξ+ἀντί	|
G5228	ὑπέρ		G5228	ὑπέρ	|
G5229	ὑπεραίρομαι	G5228+G142	G5228+G142	ὑπέρ+αἴρω	|
G5230	ὑπέρακμος	G5228+G188	G5228+G188	ὑπέρ+ἀκμήν	|
G5231	ὑπεράνω	G5228+G507	G5228+G473	ὑπέρ+ἀντί	|
G5232	ὑπεραυξάνω	G5228+G837	G5228+G837	ὑπέρ+αὐξάνω	|
G5233	ὑπερβαίνω	G5228+G939	G5228+G939	ὑπέρ+βάσις	|
G5234	ὑπερβαλλόντως	G5235	G5228+G906	ὑπέρ+βάλλω	|
G5235	ὑπερβάλλω	G5228+G906	G5228+G906	ὑπέρ+βάλλω	|
G5236	ὑπερβολή	G5235	G5228+G906	ὑπέρ+βάλλω	|
G5237	ὑπερείδω	G5228+G1492	G5228+G1492	ὑπέρ+εἴδω	|
G5238	ὑπερέκεινα	G5228+G1565	G5228+G1563	ὑπέρ+ἐκεῖ	|
G5239	ὑπερεκτείνω	G5228+G1614	G5228+G1537	ὑπέρ+ἐξ	|
G5240	ὑπερεκχύνω	G5228+G1632	G5228+G1537	ὑπέρ+ἐξ	|
G5241	ὑπερεντυγχάνω	G5228+G1793	G5228+G1519+G1537+G5177	ὑπέρ+εἰς+ἐξ+τυγχάνω	|
